,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,num_venues,venue_senti,num_stations
485,MARSA DUBAI,25.087042,55.148385,1499000,1721,871.01,3,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
486,AL SAFOUH FIRST,25.108984,55.177657,990000,722,1371.19,1,2,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35,8.674285714285714,0
487,AL THANYAH FIFTH,25.078262,55.14866899999999,1400000,1680,833.33,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8.21764705882353,2
488,AL YALAYIS 2,25.005753,55.295312,590888,546,1082.21,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8.25,0
489,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.099132,55.243982,749888,482,1555.78,1,2,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,8.200000000000001,0
490,WADI AL SAFA 3,25.177819,55.308533,796195,493,1615.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,8.766666666666666,0
491,NADD AL SHIBA FIRST,25.145181,55.288017,700000,835,838.32,1,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,11,8.754545454545454,0
492,NAKHLAT JUMEIRA,25.107353,55.148401,1055000,1173,899.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
493,AL YALAYIS 2,25.01057,55.289787,1100000,1462,752.39,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,8.25,0
494,BURJ KHALIFA,25.195236,55.268641,3600000,2583,1393.73,3,4,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,8.701,1
495,MARSA DUBAI,25.08333,55.144753,1575000,1150,1369.57,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
496,AL THANYAH THIRD,25.096545000000003,55.168784,2000000,1693,1181.33,2,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
497,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,900000,1000,900.0,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8.200000000000001,0
498,MARSA DUBAI,25.086575,55.147768000000006,2099999,1381,1520.64,2,3,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.448,0
499,JABAL ALI FIRST,25.021571,55.155419,420000,442,950.23,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,49,7.887755102040816,2
500,BUSINESS BAY,25.178582,55.26624,849999,685,1240.87,1,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,43,8.518604651162791,1
501,BURJ KHALIFA,25.195751,55.283223,4900000,2157,2271.67,3,4,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,100,8.701,1
502,AL THANYAH THIRD,25.0902,55.17514499999999,750000,758,989.45,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,7.825,1
503,NAKHLAT JUMEIRA,25.107353,55.148401,1900000,2223,854.7,3,4,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,99,8.488888888888889,0
504,NADD AL SHIBA FIRST,25.145181,55.288017,1400000,1534,912.65,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8.754545454545454,0
505,JUMEIRA FIRST,25.240419,55.25277,1780000,1200,1483.33,2,2,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,97,8.430927835051547,0
506,NAKHLAT JUMEIRA,25.111902,55.138103,1754888,1131,1551.63,2,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,99,8.488888888888889,0
507,BURJ KHALIFA,25.19331,55.280919,2350000,1858,1264.8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
508,NAKHLAT JUMEIRA,25.11257,55.136701,2350000,2524,931.06,3,4,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
509,MARSA DUBAI,25.072696,55.13586,1100000,1005,1094.53,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
510,BURJ KHALIFA,25.19236,55.280033,1095000,781,1402.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
511,AL YALAYIS 2,25.010196,55.291467,525000,697,753.23,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8.25,0
512,JUMEIRA FIRST,25.240419,55.25277,1290000,831,1552.35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,8.430927835051547,0
513,AL YALAYIS 2,25.010196,55.291467,500000,589,848.9,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8.25,0
514,MARSA DUBAI,25.069944,55.133324,990000,1500,660.0,2,3,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
515,BURJ KHALIFA,25.196398,55.271002,1025000,740,1385.14,1,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
516,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.099132,55.243982,761888,486,1567.67,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8.200000000000001,0
517,BURJ KHALIFA,25.196489,55.272126,18614888,5383,3458.09,4,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.701,1
518,BURJ KHALIFA,25.202977,55.280662,1430000,723,1977.87,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
519,AL THANYAH THIRD,25.088728,55.17331,1550000,1418,1093.09,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
520,BURJ KHALIFA,25.202977,55.280662,2750000,1236,2224.92,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
521,BURJ KHALIFA,25.196398,55.271002,1150000,713,1612.9,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
522,NAKHLAT JUMEIRA,25.106668,55.149275,1150000,1184,971.28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
523,NAKHLAT JUMEIRA,25.108728,55.142382,2000000,2164,924.21,2,3,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,8.488888888888889,0
524,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,1290000,1362,947.14,2,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,8.200000000000001,0
525,BURJ KHALIFA,25.19168,55.280175,1700000,934,1820.13,2,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.701,1
526,MARSA DUBAI,25.089833,55.150625,2349000,2979,788.52,3,4,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.448,0
527,BUSINESS BAY,25.184873,55.292277,1976504,1165,1696.57,1,2,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,43,8.518604651162791,1
528,BURJ KHALIFA,25.191719,55.270677,1900000,1538,1235.37,2,3,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
529,BUSINESS BAY,25.186573000000003,55.282071,610000,477,1278.83,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,43,8.518604651162791,1
530,NAKHLAT JUMEIRA,25.110165,55.137511,1900000,1890,1005.29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
531,NAKHLAT JUMEIRA,25.098745,55.121042,1100000,1101,999.09,1,2,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,99,8.488888888888889,0
532,AL HEBIAH FOURTH,25.037035,55.20541600000001,429000,460,932.61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.208333333333334,0
533,AL THANYAH THIRD,25.093319,55.168887,1300000,1342,968.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
534,MARSA DUBAI,25.086575,55.147768000000006,1460000,868,1682.03,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,100,8.448,0
535,NAKHLAT JUMEIRA,25.116492,55.141387,3450000,2260,1526.55,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
536,AL THANYAH THIRD,25.086886,55.173227,1999999,1660,1204.82,3,4,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,28,7.825,1
537,MARSA DUBAI,25.085305,55.149287,1650000,1860,887.1,1,2,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,100,8.448,0
538,JUMEIRA FIRST,25.215192,55.235827,7000000,1934,3619.44,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,97,8.430927835051547,0
539,AL THANYAH FIFTH,25.068729,55.139815000000006,820000,640,1281.25,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
540,BURJ KHALIFA,25.196398,55.271002,1525000,1740,876.44,2,2,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
541,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,1299999,1361,955.18,2,3,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,8.200000000000001,0
542,AL THANYAH THIRD,25.091259,55.168657,950000,863,1100.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
543,NAKHLAT JUMEIRA,25.132519,55.151574,1850000,1070,1728.97,1,2,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,99,8.488888888888889,0
544,JUMEIRA FIRST,25.215192,55.235827,7600000,2093,3631.15,2,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,8.430927835051547,0
546,NAKHLAT JUMEIRA,25.111681,55.142546,1850000,2055,900.24,2,4,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,99,8.488888888888889,0
548,AL BARSHA SOUTH FOURTH,25.058632,55.202774,670000,910,736.26,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
549,MARSA DUBAI,25.072396,55.132386,850000,760,1118.42,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
550,AL KHEERAN,25.221028,55.361808,3250000,4071,798.33,3,4,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,64,7.984375,0
551,BURJ KHALIFA,25.189195,55.274878,1500000,1313,1142.42,2,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.701,1
552,NAKHLAT JUMEIRA,25.132519,55.151574,1950000,1040,1875.0,1,2,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,99,8.488888888888889,0
553,MARSA DUBAI,25.072954,55.128089,2300000,1704,1349.77,2,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.448,0
554,NAKHLAT JUMEIRA,25.110724,55.139576,2500000,2177,1148.37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
555,MARSA DUBAI,25.085047,55.142415,1400000,1206,1160.86,2,3,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
556,AL BARSHA SOUTH FOURTH,25.049301,55.198896,1150000,1778,646.79,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
557,MARSA DUBAI,25.087251,55.145574,1300000,950,1368.42,1,2,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
558,AL BARSHA SOUTH FOURTH,25.048292,55.207037,545000,680,801.47,1,2,2,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,4,8.275,0
559,MARSA DUBAI,25.082004,55.142441000000005,1400000,1302,1075.27,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.448,0
560,MARSA DUBAI,25.090418,55.14874,2200000,1748,1258.58,3,3,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
562,MARSA DUBAI,25.087926,55.149224,800000,908,881.06,1,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
563,AL THANYAH THIRD,25.089719,55.170481,850000,733,1159.62,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,28,7.825,1
564,MARSA DUBAI,25.086376,55.14736,1540000,772,1994.82,1,2,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.448,0
565,JABAL ALI FIRST,24.948068,55.069311,550000,970,567.01,2,3,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,49,7.887755102040816,2
567,MARSA DUBAI,25.089463,55.148929,700000,915,765.03,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.448,0
568,BURJ KHALIFA,25.200159,55.28246800000001,1100000,855,1286.55,1,2,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,100,8.701,1
569,AL THANYAH FIFTH,25.077009,55.146035,699999,929,753.5,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,51,8.21764705882353,2
570,MARSA DUBAI,25.087147,55.14668100000001,1900000,975,1948.72,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,100,8.448,0
571,AL THANYAH THIRD,25.09243,55.172975,900000,1093,823.42,2,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7.825,1
572,AL KHEERAN FIRST,25.20573,55.34511,2949999,2309,1277.61,3,5,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,8.6,0
573,MARSA DUBAI,25.081955,55.138863,980000,1080,907.41,1,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
574,AL BARSHA SOUTH FOURTH,25.049301,55.198896,350000,437,800.92,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
575,NAKHLAT JUMEIRA,25.114513,55.136122,2500000,2439,1025.01,3,3,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
576,NAKHLAT JUMEIRA,25.10355,55.168509,34314000,9576,3583.33,4,5,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
577,BURJ KHALIFA,25.201718,55.270983,3050000,1851,1647.76,3,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
578,BURJ KHALIFA,25.203035,55.280662,1650000,1105,1493.21,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.701,1
579,AL THANYAH THIRD,25.088728,55.17331,850000,748,1136.36,1,2,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,28,7.825,1
580,WADI AL SAFA 3,25.099422,55.31296700000001,3350000,3017,1110.37,2,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8.766666666666666,0
581,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.116799,55.254015,1749510,1602,1092.08,3,4,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8.200000000000001,0
582,BURJ KHALIFA,25.190874,55.281666,1100000,965,1139.9,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,8.701,1
583,MARSA DUBAI,25.081421,55.141711,1950000,1347,1447.66,2,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.448,0
584,MARSA DUBAI,25.07851,55.136283,815000,779,1046.21,1,2,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,100,8.448,0
585,AL THANYAH THIRD,25.088533,55.171838,849000,754,1125.99,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,28,7.825,1
586,NAKHLAT JUMEIRA,25.108522,55.143556,2120000,1465,1447.1,2,3,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,99,8.488888888888889,0
587,BURJ KHALIFA,25.192132,55.27216899999999,1750000,1400,1250.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
588,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.113521,55.250357,808255,648,1247.31,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,8.200000000000001,0
589,MARSA DUBAI,25.072954,55.128089,2300000,1703,1350.56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
590,AL THANYAH FIFTH,25.07696,55.146775,1675000,2326,720.12,4,4,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,51,8.21764705882353,2
591,AL THANYAH FIFTH,25.07696,55.146775,1373000,1909,719.22,3,3,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,51,8.21764705882353,2
592,JUMEIRA FIRST,25.240419,55.25277,1980000,1703,1162.65,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,97,8.430927835051547,0
593,NAKHLAT JUMEIRA,25.110559,55.137575,2200000,1709,1287.3,2,3,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
594,MARSA DUBAI,25.082004,55.142441000000005,1850000,1347,1373.42,2,3,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,100,8.448,0
595,MARSA DUBAI,25.08058,55.139147,1500000,1903,788.23,3,3,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
596,JABAL ALI FIRST,25.02462,55.140434,1055093,1191,885.89,2,3,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,49,7.887755102040816,2
597,JABAL ALI FIRST,25.02462,55.140434,568801,750,758.4,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,49,7.887755102040816,2
598,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.107984,55.244923,2650000,2127,1245.89,3,5,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,8.200000000000001,0
599,WADI AL SAFA 2,25.103784,55.339287,540000,356,1516.85,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,7.45,0
600,WADI AL SAFA 3,25.177819,55.308533,1253686,747,1678.29,2,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,8.766666666666666,0
601,NAKHLAT JUMEIRA,25.106964,55.111349,4400000,2005,2194.51,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
602,BURJ KHALIFA,25.191404,55.27389599999999,1000000,833,1200.48,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
603,AL HEBIAH THIRD,25.022371,55.25475600000001,550000,635,866.14,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0
604,AL HEBIAH FIRST,25.044961,55.243608,675000,1053,641.03,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.958064516129032,0
605,MARSA DUBAI,25.07851,55.136283,1050000,761,1379.76,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,100,8.448,0
608,MARSA DUBAI,25.076319,55.133627,1720000,1929,891.65,3,4,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
609,BURJ KHALIFA,25.191544,55.273333,1700000,1265,1343.87,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
610,NAKHLAT JUMEIRA,25.09858,55.12171800000001,1230000,1116,1102.15,1,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
611,JABAL ALI FIRST,25.022618,55.14935,739000,928,796.34,2,2,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,49,7.887755102040816,2
612,TRADE CENTER SECOND,25.223728,55.285118,2800000,2938,953.03,3,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,8.232,1
613,MARSA DUBAI,25.087926,55.149224,1350000,1741,775.42,2,3,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.448,0
614,AL THANYAH FIFTH,25.065886,55.138246,850000,1184,717.91,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8.21764705882353,2
615,MARSA DUBAI,25.072954,55.128089,2300000,1610,1428.57,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
616,BURJ KHALIFA,25.195483,55.271797,1445888,666,2171.0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,100,8.701,1
617,AL HEBIAH SIXTH,25.01936,55.267193000000006,1286000,986,1304.26,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7.5,0
